Text,Label
"Vastus medialis beidseits, auffällig.",1
"Leiste beidseits, druckempfindlich.",1
"Lendenregion links, stärker.",1
Druckschmerz in der Condylus links.,1
leichter Druckschmerz in der Oberschenkel links.,1
Bauchdecke beidseits negativ.,0
leichter Druckschmerz in der Gluteus maximus rechts.,1
starker Druckschmerz in der Tibiakopf beidseits.,1
leichter Druckschmerz in der Patella rechts.,1
Tibiakopf rechts positiv.,1
unauffällig in der Leiste beidseits.,0
unauffällig in der Rhomboidei beidseits.,0
unauffällig in der Tibiakopf rechts.,0
Rhomboidei beidseits positiv.,1
"Tibiakopf rechts, empfindlich.",1
Die Condylus rechts ist unauffällig.,0
unauffällig in der Lendenregion links.,0
Druckschmerz in der Leiste rechts.,1
unauffällig in der Patella rechts.,0
Die Tibiakopf links ist nicht schmerzhaft.,0
leichter Druckschmerz in der Oberschenkel beidseits.,1
"Lendenregion beidseits, auffällig.",1
"Leiste links, auffällig.",1
kein Druckschmerz in der Bauchdecke beidseits.,0
starker Druckschmerz in der Gluteus maximus beidseits.,1
Lendenregion rechts negativ.,0
kein Druckschmerz in der Gluteus maximus beidseits.,0
Gluteus maximus links positiv.,1
Die Condylus beidseits ist nicht schmerzhaft.,0
Die Vastus medialis links ist nicht schmerzhaft.,0
"Oberschenkel links, stärker.",1
kein Druckschmerz in der Lendenregion beidseits.,0
"Oberschenkel beidseits, stärker.",1
Lendenregion links negativ.,0
Die Condylus rechts zeigt keine Auffälligkeiten.,0
leichter Druckschmerz in der Oberschenkel rechts.,1
leichter Druckschmerz in der Lendenregion rechts.,1
"Condylus rechts, auffällig.",1
unauffällig in der Vastus medialis rechts.,0
"Patella beidseits, stärker.",1
kein Druckschmerz in der Lendenregion beidseits.,0
Die Condylus links ist ohne Druckschmerz.,0
Tibiakopf beidseits positiv.,1
Lendenregion links negativ.,0
kein Druckschmerz in der Bauchdecke links.,0
Tibiakopf beidseits positiv.,1
"Oberschenkel links, stärker.",1
Die Lendenregion links scheint in Ordnung zu sein.,0
"Condylus links, stärker.",1
"Rhomboidei rechts, auffällig.",1
Die Condylus links ist ohne Druckschmerz.,0
Der Zustand der Oberschenkel beidseits zeigt keine Auffälligkeiten.,0
"Leiste beidseits, auffällig.",1
unauffällig in der Gluteus maximus links.,0
unauffällig in der Lendenregion beidseits.,0
unauffällig in der Rhomboidei rechts.,0
"Gluteus maximus rechts, stärker.",1
kein Druckschmerz in der Bauchdecke links.,0
Die Gluteus maximus rechts ist ohne Druckschmerz.,0
"Condylus rechts, druckempfindlich.",1
Die Bauchdecke rechts zeigt keine Auffälligkeiten.,0
Die Vastus medialis links zeigt keine Auffälligkeiten.,0
Die Leiste rechts ist ohne Druckschmerz.,0
Der Zustand der Oberschenkel links ist normal.,0
Lendenregion beidseits negativ.,0
Die Rhomboidei rechts ist ohne Druckschmerz.,0
unauffällig in der Lendenregion beidseits.,0
Druckschmerz in der Patella beidseits.,1
"Bauchdecke links, empfindlich.",1
Druckschmerz in der Gluteus maximus links.,1
Druckschmerz in der Tibiakopf beidseits.,1
"Gluteus maximus rechts, stärker.",1
Druckschmerz in der Bauchdecke rechts.,1
Die Leiste links ist nicht schmerzhaft.,0
Die Bauchdecke beidseits ist unauffällig.,0
starker Druckschmerz in der Patella rechts.,1
Die Gluteus maximus links ist nicht schmerzhaft.,0
"Tibiakopf beidseits, stärker.",1
starker Druckschmerz in der Gluteus maximus rechts.,1
Die Patella links ist nicht schmerzhaft.,0
Druckschmerz in der Oberschenkel rechts.,1
"Oberschenkel rechts, druckempfindlich.",1
leichter Druckschmerz in der Tibiakopf beidseits.,1
Druckschmerz in der Leiste beidseits.,1
"Gluteus maximus rechts, druckempfindlich.",1
Die Leiste rechts ist unauffällig.,0
starker Druckschmerz in der Gluteus maximus rechts.,1
Der Zustand der Oberschenkel beidseits funktioniert wie erwartet.,0
"Tibiakopf beidseits, druckempfindlich.",1
unauffällig in der Tibiakopf beidseits.,0
leichter Druckschmerz in der Condylus beidseits.,1
Druckschmerz in der Patella links.,1
"Rhomboidei links, stärker.",1
Die Oberschenkel beidseits ist nicht schmerzhaft.,0
Druckschmerz in der Lendenregion beidseits.,1
"Condylus links, empfindlich.",1
"Bauchdecke links, auffällig.",1
kein Druckschmerz in der Lendenregion beidseits.,0
Druckschmerz in der Lendenregion rechts.,1
Tibiakopf rechts positiv.,1
Die Condylus rechts ist unauffällig.,0
Die Rhomboidei beidseits zeigt keine Auffälligkeiten.,0
Tibiakopf beidseits positiv.,1
"Rhomboidei rechts, druckempfindlich.",1
Leiste beidseits negativ.,0
starker Druckschmerz in der Condylus rechts.,1
"Condylus links, empfindlich.",1
leichter Druckschmerz in der Tibiakopf links.,1
Lendenregion rechts negativ.,0
unauffällig in der Leiste rechts.,0
unauffällig in der Vastus medialis beidseits.,0
"Leiste rechts, druckempfindlich.",1
"Rhomboidei beidseits, empfindlich.",1
Die Lendenregion beidseits zeigt keine Auffälligkeiten.,0
unauffällig in der Lendenregion links.,0
Bauchdecke beidseits negativ.,0
Die Vastus medialis rechts ist unauffällig.,0
Die Lendenregion beidseits ist nicht schmerzhaft.,0
Patella beidseits negativ.,0
"Oberschenkel beidseits, stärker.",1
"Lendenregion rechts, druckempfindlich.",1
unauffällig in der Tibiakopf links.,0
starker Druckschmerz in der Bauchdecke rechts.,1
Patella rechts positiv.,1
Die Gluteus maximus beidseits ist ohne Druckschmerz.,0
kein Druckschmerz in der Lendenregion links.,0
"Tibiakopf beidseits, auffällig.",1
Condylus links negativ.,0
"Rhomboidei links, auffällig.",1
unauffällig in der Vastus medialis beidseits.,0
"Gluteus maximus links, auffällig.",1
Druckschmerz in der Leiste rechts.,1
starker Druckschmerz in der Rhomboidei beidseits.,1
Die Gluteus maximus beidseits ist unauffällig.,0
Die Condylus beidseits ist nicht schmerzhaft.,0
"Tibiakopf links, druckempfindlich.",1
kein Druckschmerz in der Condylus beidseits.,0
Die Patella links zeigt keine Auffälligkeiten.,0
Die Leiste rechts ist unauffällig.,0
Der Zustand der Gluteus maximus links funktioniert wie erwartet.,0
Die Vastus medialis rechts ist unauffällig.,0
Die Condylus rechts ist nicht schmerzhaft.,0
Die Vastus medialis beidseits zeigt keine Auffälligkeiten.,0
leichter Druckschmerz in der Leiste rechts.,1
Die Rhomboidei beidseits ist ohne Druckschmerz.,0
Druckschmerz in der Rhomboidei beidseits.,1
"Bauchdecke beidseits, auffällig.",1
"Patella links, stärker.",1
kein Druckschmerz in der Rhomboidei beidseits.,0
"Condylus rechts, stärker.",1
"Leiste beidseits, druckempfindlich.",1
leichter Druckschmerz in der Leiste links.,1
unauffällig in der Gluteus maximus rechts.,0
"Condylus beidseits, auffällig.",1
unauffällig in der Lendenregion links.,0
"Rhomboidei beidseits, auffällig.",1
Rhomboidei rechts positiv.,1
unauffällig in der Vastus medialis links.,0
"Leiste links, stärker.",1
unauffällig in der Rhomboidei links.,0
leichter Druckschmerz in der Rhomboidei rechts.,1
Die Vastus medialis beidseits ist nicht schmerzhaft.,0
Bauchdecke beidseits positiv.,1
unauffällig in der Gluteus maximus links.,0
Die Tibiakopf rechts ist ohne Druckschmerz.,0
Die Oberschenkel links ist nicht schmerzhaft.,0
Lendenregion links negativ.,0
leichter Druckschmerz in der Rhomboidei rechts.,1
kein Druckschmerz in der Vastus medialis links.,0
leichter Druckschmerz in der Leiste rechts.,1
Die Tibiakopf beidseits ist nicht schmerzhaft.,0
kein Druckschmerz in der Gluteus maximus links.,0
"Patella rechts, druckempfindlich.",1
Die Rhomboidei beidseits zeigt keine Auffälligkeiten.,0
Druckschmerz in der Tibiakopf beidseits.,1
"Vastus medialis rechts, auffällig.",1
"Patella rechts, empfindlich.",1
"Rhomboidei rechts, auffällig.",1
Die Rhomboidei beidseits ist nicht schmerzhaft.,0
starker Druckschmerz in der Rhomboidei rechts.,1
"Lendenregion beidseits, empfindlich.",1
Die Oberschenkel beidseits ist ohne Druckschmerz.,0
"Leiste links, druckempfindlich.",1
"Tibiakopf beidseits, empfindlich.",1
unauffällig in der Condylus links.,0
starker Druckschmerz in der Rhomboidei links.,1
"Vastus medialis beidseits, empfindlich.",1
Die Leiste links ist unauffällig.,0
"Patella rechts, auffällig.",1
kein Druckschmerz in der Gluteus maximus rechts.,0
Druckschmerz in der Leiste rechts.,1
"Lendenregion rechts, druckempfindlich.",1
"Gluteus maximus beidseits, stärker.",1
starker Druckschmerz in der Gluteus maximus rechts.,1
Die Vastus medialis rechts ist unauffällig.,0
"Gluteus maximus beidseits, stärker.",1
Bauchdecke rechts positiv.,1
"Tibiakopf beidseits, empfindlich.",1
starker Druckschmerz in der Condylus rechts.,1
Die Leiste links ist unauffällig.,0
leichter Druckschmerz in der Tibiakopf beidseits.,1
"Patella beidseits, druckempfindlich.",1
Druckschmerz in der Leiste links.,1
"Leiste beidseits, auffällig.",1
kein Druckschmerz in der Tibiakopf links.,0
leichter Druckschmerz in der Condylus links.,1
unauffällig in der Leiste rechts.,0
starker Druckschmerz in der Tibiakopf beidseits.,1
Der Zustand der Rhomboidei beidseits zeigt keine Auffälligkeiten.,0
Der Zustand der Lendenregion rechts ist stabil.,0
starker Druckschmerz in der Vastus medialis rechts.,1
Die Rhomboidei rechts zeigt keine Auffälligkeiten.,0
Druckschmerz in der Gluteus maximus links.,1
leichter Druckschmerz in der Gluteus maximus links.,1
"Leiste rechts, druckempfindlich.",1
"Condylus rechts, druckempfindlich.",1
Druckschmerz in der Patella rechts.,1
"Condylus links, druckempfindlich.",1
Vastus medialis rechts positiv.,1
Patella links positiv.,1
Der Zustand der Oberschenkel beidseits ist stabil.,0
Die Tibiakopf beidseits ist ohne Druckschmerz.,0
starker Druckschmerz in der Bauchdecke links.,1
kein Druckschmerz in der Patella links.,0
"Bauchdecke links, auffällig.",1
Die Vastus medialis rechts ist unauffällig.,0
"Gluteus maximus rechts, auffällig.",1
Condylus rechts negativ.,0
Tibiakopf rechts positiv.,1
Die Bauchdecke beidseits ist nicht schmerzhaft.,0
Druckschmerz in der Gluteus maximus links.,1
kein Druckschmerz in der Patella links.,0
unauffällig in der Oberschenkel rechts.,0
unauffällig in der Lendenregion links.,0
Die Rhomboidei beidseits ist ohne Druckschmerz.,0
kein Druckschmerz in der Gluteus maximus rechts.,0
kein Druckschmerz in der Condylus beidseits.,0
starker Druckschmerz in der Leiste rechts.,1
"Lendenregion links, stärker.",1
Bauchdecke links positiv.,1
leichter Druckschmerz in der Bauchdecke beidseits.,1
kein Druckschmerz in der Gluteus maximus links.,0
starker Druckschmerz in der Tibiakopf beidseits.,1
Bauchdecke rechts negativ.,0
"Leiste links, druckempfindlich.",1
leichter Druckschmerz in der Gluteus maximus links.,1
"Gluteus maximus beidseits, empfindlich.",1
Die Gluteus maximus links ist unauffällig.,0
Der Zustand der Bauchdecke rechts ist normal.,0
Der Zustand der Lendenregion beidseits zeigt keine Auffälligkeiten.,0
unauffällig in der Patella links.,0
kein Druckschmerz in der Tibiakopf beidseits.,0
"Lendenregion beidseits, auffällig.",1
starker Druckschmerz in der Patella links.,1
unauffällig in der Tibiakopf rechts.,0
"Tibiakopf links, stärker.",1
unauffällig in der Gluteus maximus links.,0
"Vastus medialis beidseits, druckempfindlich.",1
leichter Druckschmerz in der Bauchdecke links.,1
Patella rechts positiv.,1
Druckschmerz in der Condylus beidseits.,1
Die Gluteus maximus rechts zeigt keine Auffälligkeiten.,0
"Patella beidseits, empfindlich.",1
"Oberschenkel rechts, stärker.",1
"Patella beidseits, auffällig.",1
Druckschmerz in der Bauchdecke beidseits.,1
kein Druckschmerz in der Oberschenkel beidseits.,0
"Gluteus maximus rechts, druckempfindlich.",1
unauffällig in der Condylus beidseits.,0
"Bauchdecke links, druckempfindlich.",1
Rhomboidei beidseits positiv.,1
kein Druckschmerz in der Patella links.,0
Die Condylus beidseits zeigt keine Auffälligkeiten.,0
Rhomboidei links positiv.,1
"Tibiakopf beidseits, druckempfindlich.",1
kein Druckschmerz in der Rhomboidei beidseits.,0
Druckschmerz in der Leiste beidseits.,1
starker Druckschmerz in der Tibiakopf rechts.,1
Oberschenkel links positiv.,1
starker Druckschmerz in der Lendenregion links.,1
"Rhomboidei rechts, druckempfindlich.",1
"Condylus beidseits, auffällig.",1
Druckschmerz in der Gluteus maximus beidseits.,1
unauffällig in der Condylus rechts.,0
"Gluteus maximus beidseits, empfindlich.",1
unauffällig in der Tibiakopf rechts.,0
"Lendenregion rechts, druckempfindlich.",1
Condylus beidseits positiv.,1
kein Druckschmerz in der Vastus medialis rechts.,0
starker Druckschmerz in der Lendenregion rechts.,1
"Leiste rechts, stärker.",1
Tibiakopf links positiv.,1
Die Oberschenkel rechts ist nicht schmerzhaft.,0
Die Lendenregion links ist ohne Druckschmerz.,0
unauffällig in der Oberschenkel rechts.,0
leichter Druckschmerz in der Bauchdecke links.,1
unauffällig in der Leiste links.,0
"Leiste rechts, empfindlich.",1
leichter Druckschmerz in der Condylus links.,1
"Patella beidseits, stärker.",1
kein Druckschmerz in der Leiste links.,0
"Gluteus maximus rechts, empfindlich.",1
"Condylus links, auffällig.",1
"Oberschenkel beidseits, stärker.",1
Vastus medialis beidseits negativ.,0
unauffällig in der Lendenregion rechts.,0
Der Zustand der Gluteus maximus rechts kein Hinweis auf Pathologie.,0
Tibiakopf rechts negativ.,0
leichter Druckschmerz in der Gluteus maximus rechts.,1
"Gluteus maximus links, auffällig.",1
Die Rhomboidei beidseits ist nicht schmerzhaft.,0
Der Zustand der Oberschenkel beidseits kein Hinweis auf Pathologie.,0
Die Lendenregion rechts scheint in Ordnung zu sein.,0
"Patella beidseits, auffällig.",1
Patella links negativ.,0
Die Condylus links scheint in Ordnung zu sein.,0
Die Leiste beidseits ist unauffällig.,0
starker Druckschmerz in der Vastus medialis beidseits.,1
leichter Druckschmerz in der Oberschenkel beidseits.,1
unauffällig in der Lendenregion rechts.,0
Bauchdecke rechts positiv.,1
"Oberschenkel beidseits, druckempfindlich.",1
Die Lendenregion beidseits scheint in Ordnung zu sein.,0
Die Vastus medialis beidseits ist nicht schmerzhaft.,0
Druckschmerz in der Vastus medialis rechts.,1
Der Zustand der Condylus beidseits ist normal.,0
"Condylus rechts, druckempfindlich.",1
"Bauchdecke links, empfindlich.",1
Rhomboidei rechts negativ.,0
Druckschmerz in der Bauchdecke rechts.,1
unauffällig in der Patella links.,0
unauffällig in der Gluteus maximus links.,0
kein Druckschmerz in der Leiste links.,0
"Gluteus maximus rechts, empfindlich.",1
"Tibiakopf beidseits, auffällig.",1
leichter Druckschmerz in der Tibiakopf links.,1
Rhomboidei rechts positiv.,1
Die Patella rechts scheint in Ordnung zu sein.,0
Der Zustand der Oberschenkel beidseits kein Hinweis auf Pathologie.,0
Druckschmerz in der Gluteus maximus beidseits.,1
Druckschmerz in der Patella rechts.,1
unauffällig in der Bauchdecke beidseits.,0
"Lendenregion beidseits, stärker.",1
starker Druckschmerz in der Leiste beidseits.,1
Die Tibiakopf links zeigt keine Auffälligkeiten.,0
unauffällig in der Oberschenkel beidseits.,0
unauffällig in der Vastus medialis beidseits.,0
"Vastus medialis links, druckempfindlich.",1
"Rhomboidei links, druckempfindlich.",1
starker Druckschmerz in der Oberschenkel links.,1
Der Zustand der Bauchdecke links ist normal.,0
Die Tibiakopf rechts ist ohne Druckschmerz.,0
"Bauchdecke beidseits, empfindlich.",1
"Oberschenkel rechts, stärker.",1
Druckschmerz in der Patella rechts.,1
Die Gluteus maximus beidseits zeigt keine Auffälligkeiten.,0
"Condylus beidseits, druckempfindlich.",1
"Oberschenkel links, druckempfindlich.",1
kein Druckschmerz in der Leiste beidseits.,0
starker Druckschmerz in der Leiste links.,1
Druckschmerz in der Vastus medialis beidseits.,1
Die Bauchdecke links ist nicht schmerzhaft.,0
"Patella links, auffällig.",1
Druckschmerz in der Condylus rechts.,1
"Bauchdecke rechts, druckempfindlich.",1
starker Druckschmerz in der Condylus rechts.,1
Die Gluteus maximus links ist unauffällig.,0
starker Druckschmerz in der Patella beidseits.,1
Die Vastus medialis beidseits zeigt keine Auffälligkeiten.,0
Druckschmerz in der Leiste links.,1
"Rhomboidei beidseits, auffällig.",1
"Lendenregion rechts, empfindlich.",1
"Condylus links, empfindlich.",1
Die Tibiakopf rechts ist nicht schmerzhaft.,0
"Condylus beidseits, empfindlich.",1
Lendenregion rechts positiv.,1
Lendenregion links negativ.,0
unauffällig in der Lendenregion rechts.,0
Die Leiste links zeigt keine Auffälligkeiten.,0
Patella links negativ.,0
Die Tibiakopf beidseits ist unauffällig.,0
"Bauchdecke links, stärker.",1
"Condylus rechts, stärker.",1
Die Condylus beidseits zeigt keine Auffälligkeiten.,0
Rhomboidei rechts positiv.,1
"Rhomboidei beidseits, stärker.",1
unauffällig in der Lendenregion beidseits.,0
Die Leiste links ist ohne Druckschmerz.,0
Die Oberschenkel links zeigt keine Auffälligkeiten.,0
starker Druckschmerz in der Vastus medialis rechts.,1
Druckschmerz in der Bauchdecke beidseits.,1
starker Druckschmerz in der Oberschenkel rechts.,1
Die Lendenregion beidseits zeigt keine Auffälligkeiten.,0
"Oberschenkel beidseits, druckempfindlich.",1
kein Druckschmerz in der Tibiakopf links.,0
starker Druckschmerz in der Lendenregion beidseits.,1
kein Druckschmerz in der Tibiakopf rechts.,0
"Vastus medialis rechts, druckempfindlich.",1
"Gluteus maximus links, auffällig.",1
"Bauchdecke beidseits, empfindlich.",1
unauffällig in der Vastus medialis rechts.,0
Tibiakopf links positiv.,1
"Rhomboidei links, druckempfindlich.",1
"Leiste links, auffällig.",1
"Vastus medialis links, auffällig.",1
Die Lendenregion links ist nicht schmerzhaft.,0
kein Druckschmerz in der Patella beidseits.,0
Die Lendenregion links ist unauffällig.,0
unauffällig in der Lendenregion beidseits.,0
Gluteus maximus rechts positiv.,1
"Rhomboidei rechts, druckempfindlich.",1
Der Zustand der Oberschenkel beidseits funktioniert wie erwartet.,0
"Gluteus maximus links, empfindlich.",1
"Lendenregion links, empfindlich.",1
starker Druckschmerz in der Leiste rechts.,1
kein Druckschmerz in der Lendenregion links.,0
"Rhomboidei links, empfindlich.",1
leichter Druckschmerz in der Condylus beidseits.,1
unauffällig in der Oberschenkel links.,0
"Leiste rechts, empfindlich.",1
"Lendenregion beidseits, empfindlich.",1
Die Rhomboidei beidseits scheint in Ordnung zu sein.,0
"Rhomboidei links, empfindlich.",1
unauffällig in der Leiste rechts.,0
starker Druckschmerz in der Condylus links.,1
Tibiakopf beidseits positiv.,1
Der Zustand der Bauchdecke rechts ist stabil.,0
"Vastus medialis rechts, stärker.",1
leichter Druckschmerz in der Condylus beidseits.,1
unauffällig in der Gluteus maximus links.,0
"Gluteus maximus rechts, empfindlich.",1
"Leiste rechts, druckempfindlich.",1
Die Tibiakopf links zeigt keine Auffälligkeiten.,0
Die Oberschenkel beidseits ist ohne Druckschmerz.,0
Druckschmerz in der Leiste links.,1
unauffällig in der Vastus medialis beidseits.,0
leichter Druckschmerz in der Gluteus maximus beidseits.,1
Druckschmerz in der Vastus medialis links.,1
Die Oberschenkel links ist ohne Druckschmerz.,0
unauffällig in der Tibiakopf links.,0
starker Druckschmerz in der Rhomboidei links.,1
unauffällig in der Tibiakopf rechts.,0
unauffällig in der Rhomboidei beidseits.,0
Die Leiste beidseits scheint in Ordnung zu sein.,0
Der Zustand der Oberschenkel rechts funktioniert wie erwartet.,0
unauffällig in der Leiste rechts.,0
unauffällig in der Condylus beidseits.,0
Die Tibiakopf rechts ist nicht schmerzhaft.,0
"Lendenregion beidseits, empfindlich.",1
"Rhomboidei beidseits, stärker.",1
"Lendenregion links, stärker.",1
leichter Druckschmerz in der Patella beidseits.,1
leichter Druckschmerz in der Tibiakopf beidseits.,1
Leiste beidseits negativ.,0
leichter Druckschmerz in der Lendenregion rechts.,1
Der Zustand der Gluteus maximus beidseits kein Hinweis auf Pathologie.,0
Condylus rechts negativ.,0
Bauchdecke beidseits negativ.,0
unauffällig in der Patella beidseits.,0
starker Druckschmerz in der Condylus beidseits.,1
unauffällig in der Patella links.,0
leichter Druckschmerz in der Gluteus maximus rechts.,1
Die Patella links ist ohne Druckschmerz.,0
kein Druckschmerz in der Bauchdecke links.,0
Die Patella links ist nicht schmerzhaft.,0
starker Druckschmerz in der Rhomboidei beidseits.,1
unauffällig in der Lendenregion beidseits.,0
Tibiakopf links positiv.,1
Die Patella links ist nicht schmerzhaft.,0
Der Zustand der Leiste rechts kein Hinweis auf Pathologie.,0
Druckschmerz in der Tibiakopf beidseits.,1
Druckschmerz in der Leiste rechts.,1
Die Patella links scheint in Ordnung zu sein.,0
Die Patella rechts zeigt keine Auffälligkeiten.,0
"Condylus links, auffällig.",1
Patella links negativ.,0
"Vastus medialis links, stärker.",1
"Lendenregion beidseits, auffällig.",1
"Oberschenkel links, druckempfindlich.",1
Der Zustand der Gluteus maximus beidseits ist normal.,0
Die Vastus medialis beidseits zeigt keine Auffälligkeiten.,0
Die Tibiakopf beidseits ist unauffällig.,0
kein Druckschmerz in der Vastus medialis rechts.,0
Die Patella links ist ohne Druckschmerz.,0
unauffällig in der Lendenregion links.,0
Die Leiste rechts ist unauffällig.,0
kein Druckschmerz in der Vastus medialis beidseits.,0
Der Zustand der Leiste rechts funktioniert wie erwartet.,0
Die Bauchdecke beidseits scheint in Ordnung zu sein.,0
Rhomboidei rechts positiv.,1
leichter Druckschmerz in der Gluteus maximus rechts.,1
unauffällig in der Patella rechts.,0
Condylus links positiv.,1
"Patella links, druckempfindlich.",1
Druckschmerz in der Gluteus maximus rechts.,1
Lendenregion links positiv.,1
Die Bauchdecke beidseits ist ohne Druckschmerz.,0
Druckschmerz in der Tibiakopf links.,1
Die Condylus rechts scheint in Ordnung zu sein.,0
leichter Druckschmerz in der Patella beidseits.,1
kein Druckschmerz in der Patella links.,0
Druckschmerz in der Gluteus maximus rechts.,1
starker Druckschmerz in der Condylus beidseits.,1
unauffällig in der Gluteus maximus links.,0
Die Patella links scheint in Ordnung zu sein.,0
Leiste links negativ.,0
Tibiakopf links negativ.,0
Die Patella links zeigt keine Auffälligkeiten.,0
unauffällig in der Tibiakopf beidseits.,0
Der Zustand der Tibiakopf links ist normal.,0
Die Tibiakopf links scheint in Ordnung zu sein.,0
kein Druckschmerz in der Lendenregion rechts.,0
Die Leiste links zeigt keine Auffälligkeiten.,0
Der Zustand der Rhomboidei beidseits zeigt keine Auffälligkeiten.,0
Die Tibiakopf beidseits ist ohne Druckschmerz.,0
Gluteus maximus links positiv.,1
Patella rechts positiv.,1
unauffällig in der Condylus links.,0
unauffällig in der Vastus medialis beidseits.,0
Die Patella beidseits zeigt keine Auffälligkeiten.,0
Die Tibiakopf beidseits scheint in Ordnung zu sein.,0
unauffällig in der Oberschenkel rechts.,0
starker Druckschmerz in der Lendenregion rechts.,1
Gluteus maximus links positiv.,1
kein Druckschmerz in der Condylus rechts.,0
leichter Druckschmerz in der Gluteus maximus beidseits.,1
starker Druckschmerz in der Gluteus maximus links.,1
Bauchdecke links negativ.,0
"Leiste rechts, druckempfindlich.",1
Druckschmerz in der Condylus links.,1
"Bauchdecke rechts, auffällig.",1
"Oberschenkel links, auffällig.",1
Druckschmerz in der Lendenregion links.,1
Druckschmerz in der Tibiakopf beidseits.,1
Der Zustand der Bauchdecke beidseits zeigt keine Auffälligkeiten.,0
Die Rhomboidei beidseits ist ohne Druckschmerz.,0
starker Druckschmerz in der Tibiakopf beidseits.,1
Die Leiste beidseits ist nicht schmerzhaft.,0
Lendenregion rechts negativ.,0
Vastus medialis beidseits negativ.,0
Der Zustand der Oberschenkel rechts zeigt keine Auffälligkeiten.,0
"Bauchdecke links, auffällig.",1
Leiste rechts negativ.,0
Druckschmerz in der Condylus links.,1
leichter Druckschmerz in der Gluteus maximus links.,1
Die Rhomboidei links zeigt keine Auffälligkeiten.,0
Die Leiste links ist unauffällig.,0
"Condylus links, stärker.",1
leichter Druckschmerz in der Gluteus maximus links.,1
starker Druckschmerz in der Rhomboidei rechts.,1
"Bauchdecke beidseits, stärker.",1
unauffällig in der Patella rechts.,0
leichter Druckschmerz in der Condylus links.,1
Rhomboidei beidseits negativ.,0
Der Zustand der Lendenregion rechts funktioniert wie erwartet.,0
"Tibiakopf links, stärker.",1
starker Druckschmerz in der Tibiakopf rechts.,1
leichter Druckschmerz in der Rhomboidei rechts.,1
Rhomboidei rechts negativ.,0
kein Druckschmerz in der Oberschenkel beidseits.,0
Die Oberschenkel links ist ohne Druckschmerz.,0
Rhomboidei links positiv.,1
Patella beidseits positiv.,1
Die Lendenregion links scheint in Ordnung zu sein.,0
Druckschmerz in der Rhomboidei links.,1
kein Druckschmerz in der Condylus rechts.,0
starker Druckschmerz in der Condylus rechts.,1
"Patella beidseits, druckempfindlich.",1
Die Vastus medialis rechts scheint in Ordnung zu sein.,0
Die Condylus links zeigt keine Auffälligkeiten.,0
Die Oberschenkel beidseits ist unauffällig.,0
Die Lendenregion beidseits ist ohne Druckschmerz.,0
kein Druckschmerz in der Condylus links.,0
Die Bauchdecke links ist unauffällig.,0
"Rhomboidei rechts, stärker.",1
starker Druckschmerz in der Vastus medialis links.,1
starker Druckschmerz in der Lendenregion beidseits.,1
Druckschmerz in der Gluteus maximus links.,1
leichter Druckschmerz in der Oberschenkel rechts.,1
Druckschmerz in der Oberschenkel beidseits.,1
unauffällig in der Gluteus maximus beidseits.,0
starker Druckschmerz in der Rhomboidei rechts.,1
Die Lendenregion rechts zeigt keine Auffälligkeiten.,0
Die Gluteus maximus beidseits ist ohne Druckschmerz.,0
Die Patella beidseits ist nicht schmerzhaft.,0
Bauchdecke beidseits positiv.,1
starker Druckschmerz in der Rhomboidei beidseits.,1
"Leiste rechts, druckempfindlich.",1
leichter Druckschmerz in der Oberschenkel beidseits.,1
Druckschmerz in der Vastus medialis links.,1
starker Druckschmerz in der Condylus rechts.,1
leichter Druckschmerz in der Vastus medialis links.,1
Oberschenkel rechts positiv.,1
Druckschmerz in der Patella beidseits.,1
Die Patella rechts zeigt keine Auffälligkeiten.,0
Rhomboidei beidseits positiv.,1
"Patella links, stärker.",1
"Gluteus maximus links, empfindlich.",1
"Rhomboidei beidseits, auffällig.",1
"Vastus medialis rechts, stärker.",1
"Rhomboidei links, druckempfindlich.",1
Die Condylus rechts scheint in Ordnung zu sein.,0
Druckschmerz in der Lendenregion links.,1
"Gluteus maximus beidseits, druckempfindlich.",1
Druckschmerz in der Patella links.,1
kein Druckschmerz in der Patella rechts.,0
Tibiakopf beidseits negativ.,0
kein Druckschmerz in der Oberschenkel rechts.,0
Die Rhomboidei rechts zeigt keine Auffälligkeiten.,0
Die Lendenregion beidseits scheint in Ordnung zu sein.,0
Druckschmerz in der Leiste links.,1
leichter Druckschmerz in der Lendenregion rechts.,1
"Oberschenkel rechts, druckempfindlich.",1
Die Vastus medialis rechts ist nicht schmerzhaft.,0
Lendenregion rechts negativ.,0
kein Druckschmerz in der Oberschenkel rechts.,0
Oberschenkel links positiv.,1
kein Druckschmerz in der Lendenregion beidseits.,0
Die Oberschenkel links scheint in Ordnung zu sein.,0
unauffällig in der Tibiakopf beidseits.,0
Condylus beidseits positiv.,1
Die Vastus medialis rechts zeigt keine Auffälligkeiten.,0
Der Zustand der Bauchdecke rechts ist stabil.,0
Druckschmerz in der Patella links.,1
Druckschmerz in der Condylus links.,1
kein Druckschmerz in der Rhomboidei links.,0
kein Druckschmerz in der Leiste rechts.,0
kein Druckschmerz in der Patella links.,0
Die Tibiakopf links ist nicht schmerzhaft.,0
Rhomboidei beidseits positiv.,1
"Leiste beidseits, stärker.",1
Die Rhomboidei rechts ist nicht schmerzhaft.,0
leichter Druckschmerz in der Condylus links.,1
kein Druckschmerz in der Condylus links.,0
"Patella beidseits, auffällig.",1
unauffällig in der Bauchdecke links.,0
